MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
10062761A021501B00E,10062761A021501B00E@105,281.25,1,1,0,FY2026,06,22,20250825,17666990,8/25/2025,USA,OUTLET Orlando Vineland Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1006276,1A02150,1B00E,Black-Ruthenium,CALF LEATHER,MFO,2025PE,105,MFO,,FP,,ACT SS25 GAZE
10097071A042671N22V,10097071A042671N22V@395,118.5,1,,0,FY2026,06,22,20250825,17666990,8/25/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,1A04267,1N22V,Dark Brown-Versace Gold,SUEDE LEATHER,MFO,2024PE,395,MFO,20250926,MD,70%,Prev Gaze (SS24 or older)
1021602DVIT3T1GB4V,1021602DVIT3T1GB4V@UNICA,446.25,1,1,5,FY2026,06,22,20250825,17666993,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1021602,DVIT3T,1GB4V,Citron-Citron-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250827,MD,40%,FW24 MFO Main Drop 0
10101031A046865O010,10101031A046865O010@48,393.75,1,,1,FY2026,06,22,20250825,17666993,8/25/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A04686,5O010,Tangerine+Multicolor,TWILL SILK FABRIC WITH LEOPARD ALLOVER PRINT,MFO,2024PE,48,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10062721A042641R120,10062721A042641R120@430,250,1,2,0,FY2026,06,22,20250825,17666994,8/25/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1R120,Dark Red,RUBBER,MFO,2024AI,430,MFO,,FP,,FW24 MFO Main Drop 2
10187891A109831PT2V,10187891A109831PT2V@380,230.73,1,2,0,FY2026,06,22,20250825,17666995,8/25/2025,Canada,OUTLET Vancouver,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,GIANNI RIBBON,1018789,1A10983,1PT2V,Dusty Rose-Oro Versace,RUBBER,*,2025PE,380,EOS,,FP,,SS25 DTO - Jun 25 Drop
10133771A104581W010,10133771A104581W010@420,219.37,1,6,0,FY2026,06,22,20250825,17666996,8/25/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1013377,1A10458,1W010,White,CALF LEATHER+FABRIC,MFO,2024PE,420,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10062741A042641PN70,10062741A042641PN70@360,250,1,3,0,FY2026,06,22,20250825,17666998,8/25/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,VERSACE POOL,1006274,1A04264,1PN70,Hot Pink,RUBBER,MFO,2024AI,360,MFO,,FP,,FW24 MFO Main Drop 2
10062741A042641PN70,10062741A042641PN70@380,250,1,4,0,FY2026,06,22,20250825,17666998,8/25/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,FLAT SANDALS,Versace Accessories,VERSACE POOL,1006274,1A04264,1PN70,Hot Pink,RUBBER,MFO,2024AI,380,MFO,,FP,,FW24 MFO Main Drop 2
10192161A139385B000,10192161A139385B000@40,787.5,1,1,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1019216,1A13938,5B000,Black+Gold,POLY STRETCH JERSEY WITH BAROQUE LEAFY ALLOVER PRINT,MFO,2024PE,40,MFO,,FP,,SS24 MFO Main Drop 2
10192511A011742EH40,10192511A011742EH40@40,237,1,,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,F,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,-missing description-,1019251,1A01174,2EH40,Gray Melange+Pale Pink,SWEATSHIRT FABRIC WITH BRANDING,MFO,2024PE,40,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
1001609A2324152U800,1001609A2324152U800@3,61.87,1,,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,-missing description-,1001609,A232415,2U800,Teal+Gold,TESSUTO POLY GOLFO-PD  TAIANA,*,2021AI,3,EOS,20230908,MD,70%,#N/A
10162181A113475UB20,10162181A113475UB20@3,249.37,1,1,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,-missing description-,1016218,1A11347,5UB20,Blue Hydrangea+Coral+Bone,NYLON GOLFO RECYCLED CORAL ALL OVER PRINT,*,2024AI,3,EOS,20250827,MD,40%,FW24 LA VACANZA - APR 25
1011851A2313772U5C0,1011851A2313772U5C0@S,395,1,,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2U5C0,Pastel Blue 95+Gold,PIQUET COTONE 30/1,MFO,2024AI,S,MFO,,FP,,FW24 MFO Main Drop 1
10116941A085841UI20,10116941A085841UI20@XL,178.12,1,,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1011694,1A08584,1UI20,Navy Blue,COMPACT COTTON JERSEY FABRIC + VERSACE LABEL LOGO EMBROIDERY,*,2024PE,XL,EOS,20250926,MD,60%,SS24 EOS-Nov 24 Drop
10133021A098732WK90,10133021A098732WK90@XL,140.62,1,,0,FY2026,06,22,20250825,17666999,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1013302,1A09873,2WK90,White+Pale Blue,STRIPED JERSEY FABRIC + EMBROIDERED VERSACE NAUTICAL EMBLEM,*,2024PE,XL,EOS,20250814,MD,70%,#N/A
10101031A137615K400,10101031A137615K400@50,506.25,1,1,0,FY2026,06,22,20250825,17667022,8/25/2025,USA,OUTLET Chicago Fashion,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5K400,Sand+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,50,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10115621A113116WD3V,10115621A113116WD3V@UNICA,695.62,1,,0,FY2026,06,22,20250825,17667023,8/25/2025,USA,OUTLET San Marcos Premium,X,BAGS,Accessories,BAGS,TOTE,Versace Accessories,ATHENA,1011562,1A11311,6WD3V,Multicolor+Ivory+Coral+Pink-Versace Gold,RAFIA BAROCCO+CALF LEATHER,*,2024AI,UNICA,EOS,20250814,MD,30%,FW24 LA VACANZA - APR 25
10119411A086836W480,10119411A086836W480@390,236.25,1,,0,FY2026,06,22,20250825,17667024,8/25/2025,USA,OUTLET Las Vegas North Premium,F,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011941,1A08683,6W480,White+Candy+Grey,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,390,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10101031A137615K400,10101031A137615K400@52,506.25,1,,0,FY2026,06,22,20250825,17667026,8/25/2025,USA,OUTLET Chicago Fashion,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5K400,Sand+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,52,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10122601A102422B130,10122601A102422B130@S,592.5,2,3,0,FY2026,06,22,20250825,17667027,8/25/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1012260,1A10242,2B130,Black+Gold,COTTON PIQUET 30/1 + HERITAGE PRINT COLLAR + LOGO EMBROIDERY,MFO,2024PE,S,MFO,20250926,MD,30%,Prev Gaze (SS24 or older)
10122601A102422W110,10122601A102422W110@S,296.25,1,1,0,FY2026,06,22,20250825,17667027,8/25/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1012260,1A10242,2W110,White+Gold,COTTON PIQUET 30/1 + HERITAGE PRINT COLLAR + LOGO EMBROIDERY,MFO,2024PE,S,MFO,20250926,MD,30%,Prev Gaze (SS24 or older)
A89507SA2313772B130,A89507SA2313772B130@S,262.5,1,3,0,FY2026,06,22,20250825,17667027,8/25/2025,USA,OUTLET SF Livermore,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,A89507S,A231377,2B130,Black+Gold,PIQUET COTONE 30/1,MFO,2023AI,S,MFO,,FP,,Prev Gaze (SS24 or older)
10155911A120531U02V,10155911A120531U02V@390,337.5,1,1,0,FY2026,06,22,20250825,17667027,8/25/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A12053,1U02V,Blue-Versace Gold,SUEDE+ENAMEL HW,MFO,2024AI,390,MFO,,FP,,FW24 MFO Main Drop 2
10097071A042671N22V,10097071A042671N22V@390,158,1,,0,FY2026,06,22,20250825,17667027,8/25/2025,USA,OUTLET SF Livermore,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,1A04267,1N22V,Dark Brown-Versace Gold,SUEDE LEATHER,MFO,2024PE,390,MFO,20250926,MD,70%,Prev Gaze (SS24 or older)
10016001A103945V620,10016001A103945V620@UNIC,243.75,1,,0,FY2026,06,22,20250825,17667032,8/25/2025,USA,OUTLET San Marcos Premium,F,SILK & OTHER ACC,Accessories,SILK OTHER ACC,FOULARD,Versace Silk Accessories,-missing description-,1001600,1A10394,5V620,Blue Hydrangea+Concrete,TWILL SILK HERITAGE PRINT,MFO,2024PE,UNIC,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10146891A107951B00V,10146891A107951B00V@UNICA,356.25,1,1,1,FY2026,06,22,20250825,17667037,8/25/2025,USA,OUTLET SF Livermore,F,SLG,Accessories,SLG,WALLET,Versace Accessories,MEDUSA 95,1014689,1A10795,1B00V,Black-Versace Gold,CALF LEATHER,*,2025PE,UNICA,EOS,,FP,,SS25 DTO - Jun 25 Drop
PVE7F003P0023PNUL,PVE7F003P0023PNUL@TU,720,1,3,0,FY2026,06,22,20250825,17667038,8/25/2025,USA,OUTLET Las Vegas North Premium,F,LICENSES,Licenses,WATCHES,WATCHES,Versace Precious Items,-missing description-,PVE7F003,P0023,PNUL,NUL,2023,*,*,TU,EOS,,FP,,FW24 EOS - HOME/LIC
R741010R100MLSRNUL,R741010R100MLSRNUL@TU,139,1,6,0,FY2026,06,22,20250825,17667041,8/25/2025,USA,OUTLET Chicago Fashion,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R741010,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10151971A006384JME0,10151971A006384JME0@UNICA,281.25,1,,0,FY2026,06,22,20250825,17667042,8/25/2025,USA,OUTLET San Marcos Premium,F,FASHION JEWELRY,Accessories,FASHION JEWELRY,EARRINGS,Versace Accessories,VERSACE,1015197,1A00638,4JME0,Palladium-Dusty Rose,METAL+ENAMEL,*,2024AI,UNICA,EOS,20250814,MD,30%,FW24 LA VACANZA - APR 25
10192321A006191O02V,10192321A006191O02V@360,206.25,1,,0,FY2026,06,22,20250825,17667043,8/25/2025,USA,OUTLET Wrentham,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1019232,1A00619,1O02V,Orange-Versace Gold,FABRIC,MFO,2024PE,360,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
DGVG419DJMTKOT,DGVG419DJMTKOT@UNICA,84.37,1,1,0,FY2026,06,22,20250825,17667044,8/25/2025,USA,OUTLET SF Livermore,F,FASHION JEWELRY,Accessories,FASHION JEWELRY,HAIR ACCESSORY,Versace Accessories,TRIBUTE,DGVG419,DJMT,KOT,Tribute Gold,METAL,*,2024AI,UNICA,EOS,20250605,MD,50%,FW24 DTO-Sept 24 Drop (Now ok to send to outlets)
10207451A157522N24V,10207451A157522N24V@UNICA,393.59,1,2,2,FY2026,06,22,20250825,17667045,8/25/2025,Canada,OUTLET Vancouver,M,BAGS,Accessories,BAGS,MESSENGER,Versace Accessories,ICON,1020745,1A15752,2N24V,Beige+Brown-Versace Gold,CANVAS FABRIC VERSACE ALLOVER OUTLINE++ENAMEL HW+CALF LEATHER,MFO,2024AI,UNICA,MFO,20250926,MD,20%,FW24 MFO Main Drop 1
10185371A020871W00V,10185371A020871W00V@385,431.25,1,,0,FY2026,06,22,20250825,17667046,8/25/2025,USA,OUTLET San Marcos Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,LA MEDUSA,1018537,1A02087,1W00V,Optical White-Versace Gold,CALF LEATHER,MFO,2024PE,385,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1008100DVIT2T1PK4V,1008100DVIT2T1PK4V@UNICA,551.25,1,1,5,FY2026,06,22,20250825,17667048,8/25/2025,USA,OUTLET Houston Premium,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1008100,DVIT2T,1PK4V,Pink Paradise-  Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
1013358DVIT2T1B00V,1013358DVIT2T1B00V@UNICA,339.31,1,3,0,FY2026,06,22,20250825,17667049,8/25/2025,Canada,OUTLET Halton Hills,F,SLG,Accessories,SLG,POUCH,Versace Accessories,LA MEDUSA,1013358,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10155361A157471B00V,10155361A157471B00V@UNICA,971.25,1,7,0,FY2026,06,22,20250825,17667050,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,LA MEDUSA,1015536,1A15747,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 2
10132061A006203J000,10132061A006203J000@UNICA,-416.5,-1,1,0,FY2026,06,22,20250825,17667051,8/25/2025,USA,OUTLET Las Vegas North Premium,F,FASHION JEWELRY,Accessories,FASHION JEWELRY,EARRINGS,Versace Accessories,GRECA,1013206,1A00620,3J000,Versace Gold,METAL,*,2024AI,UNICA,EOS,20250827,MD,30%,FW24 EOS - July 25 Drop
O4346OGB187ONUL,O4346OGB187ONUL@TU,149.4,1,6,1,FY2026,06,22,20250825,17667055,8/25/2025,USA,OUTLET NY Woodbury,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4346,OGB187,ONUL,NUL,COL.GB187,*,*,TU,EOS,20241115,MD,40%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
O4346OGB187ONUL,O4346OGB187ONUL@TU,149.4,1,6,1,FY2026,06,22,20250825,17667057,8/25/2025,USA,OUTLET NY Woodbury,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4346,OGB187,ONUL,NUL,COL.GB187,*,*,TU,EOS,20241115,MD,40%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
1015537DVIT2T1B00V,1015537DVIT2T1B00V@UNICA,1028.77,1,5,0,FY2026,06,22,20250825,17667062,8/25/2025,Canada,OUTLET Vancouver,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,LA MEDUSA,1015537,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,SS24 MFO Main Drop 1
10119421A120576WD90,10119421A120576WD90@430,223.12,1,,0,FY2026,06,22,20250825,17667063,8/25/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A12057,6WD90,White+White+Gold,CALF LEATHER+SUEDE+FABRICS,MFO,2024PE,430,MFO,20250926,MD,60%,Prev Gaze (SS24 or older)
10133521A039121W00V,10133521A039121W00V@UNICA,768.75,1,36,0,FY2026,06,22,20250825,17667064,8/25/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013352,1A03912,1W00V,Optical White-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2025PE,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10101031A137615K400,10101031A137615K400@50,506.25,1,1,0,FY2026,06,22,20250825,17667065,8/25/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5K400,Sand+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,50,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10101031A137615UB40,10101031A137615UB40@50,506.25,1,,0,FY2026,06,22,20250825,17667065,8/25/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5UB40,Blue Hydrangea,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,50,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10101031A137615U960,10101031A137615U960@50,506.25,1,,0,FY2026,06,22,20250825,17667067,8/25/2025,USA,OUTLET North Georgia Premium,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5U960,Navy Blue,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,50,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10146471A021951B00V,10146471A021951B00V@450,281.25,1,2,0,FY2026,06,22,20250825,17667069,8/25/2025,USA,OUTLET North Georgia Premium,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,LA GRECA,1014647,1A02195,1B00V,Black-Versace Gold,CALF,MFO,2025PE,450,MFO,,FP,,ACT SS25 GAZE
O4425UO54226G54ONUL,O4425UO54226G54ONUL@TU,205.61,1,4,0,FY2026,06,22,20250825,17667073,8/25/2025,Canada,OUTLET Halton Hills,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4425U,O54226G54,ONUL,NUL,BLACK,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10183511A092665X340,10183511A092665X340@42,285,1,,0,FY2026,06,22,20250825,17667074,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,PANTS,LEGGINGS,Versace Apparel,-missing description-,1018351,1A09266,5X340,Glacier Green+Black+Gold,BAROCCODILE PN PRINT LYCRA FABRIC,MFO,2024PE,42,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
AUD01039A232741A1008,AUD01039A232741A1008@3,47.5,1,,0,FY2026,06,22,20250825,17667074,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,UNDERWEAR,BRA,Versace Underwear and Beachwear,-missing description-,AUD01039,A232741,A1008,Black,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,3,EOS,20250926,MD,60%,SS24 U&B DTO Targeted Pricing
10103251A092622BL4V,10103251A092622BL4V@095,312.16,1,,0,FY2026,06,22,20250825,17667077,8/25/2025,Canada,OUTLET Halton Hills,M,BELT,Accessories,BELT,BELT,Versace Accessories,LA MEDUSA,1010325,1A09262,2BL4V,Black+Taupe-Versace Gold,CALF LEATHER+CALF LEATHER,MFO,2025PE,095,MFO,,FP,,ACT SS25 GAZE
10133531A039121B00P,10133531A039121B00P@UNICA,492.75,1,,0,FY2026,06,22,20250825,17667079,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A03912,1B00P,Black-Palladium,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10192081A138985P950,10192081A138985P950@42,596.25,1,,0,FY2026,06,22,20250825,17667079,8/25/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,DRESS,DRESS,Versace Apparel,-missing description-,1019208,1A13898,5P950,Pale Pink,SABLE' FABRIC WITH BAROQUE LEAF ALLOVER PRINT,MFO,2024PE,42,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
R702132R100MLSRNUL,R702132R100MLSRNUL@TU,120,1,21,0,FY2026,06,22,20250825,17667081,8/25/2025,USA,OUTLET Houston Premium,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R702132,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10146471A021951B00V,10146471A021951B00V@460,375,1,2,0,FY2026,06,22,20250825,17667666,8/25/2025,USA,OUTLET North Georgia Premium,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,LA GRECA,1014647,1A02195,1B00V,Black-Versace Gold,CALF,MFO,2025PE,460,MFO,,FP,,ACT SS25 GAZE
10133531A039121PV4V,10133531A039121PV4V@UNICA,821.25,1,2,0,FY2026,06,22,20250825,17667667,8/25/2025,USA,OUTLET Las Vegas North Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A03912,1PV4V,Soft Pink-Versace Gold,QUILTED LAMB+LAMB LEATHER+METAL HW,MFO,2024PE,UNICA,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10212421A156431B000,10212421A156431B000@450,356.25,1,,0,FY2026,06,22,20250825,17667667,8/25/2025,USA,OUTLET Las Vegas North Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MILANO RUNNER,1021242,1A15643,1B000,Black,LEATHER+SUEDE+BAROQUE JACQUARD NYLON+VERSACE EMBRODERY,MFO,2024AI,450,MFO,,FP,,FW24 MFO Main Drop 1
AUD01047A232741A1001,AUD01047A232741A1001@5,37.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,F,RTW,Ready to Wear,UNDERWEAR,BRA,Versace Underwear and Beachwear,-missing description-,AUD01047,A232741,A1001,Optical White,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,5,EOS,20250814,MD,70%,SS24 U&B DTO Targeted Pricing
AUD01042A232741A1001,AUD01042A232741A1001@4,50,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,F,RTW,Ready to Wear,UNDERWEAR,PANTIES,Versace Underwear and Beachwear,-missing description-,AUD01042,A232741,A1001,Optical White,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,4,EOS,20250926,MD,50%,SS24 U&B DTO Targeted Pricing
10147331A081761B00V,10147331A081761B00V@370,412.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014733,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2024PE,370,MFO,20250926,MD,30%,SS24 MFO Main Drop 1
10078421A099155K390,10078421A099155K390@5,270,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,BEACHWEAR,SWIMSUIT,Versace Underwear and Beachwear,-missing description-,1007842,1A09915,5K390,Sand+Mimosa,NYLON GOLFO BAROCCO MENTA,*,2024PE,5,EOS,20250926,MD,60%,SS24 EOS- April 25 Drop
10118351A033241D030,10118351A033241D030@36,356.25,1,1,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,-missing description-,1011835,1A03324,1D030,Medium Blue,MEDIUM BLUE STRETCH STONE WASHED DENIM + MEDUSA EMBROIDERY,MFO,2023AI,36,MFO,,FP,,Prev Gaze (SS24 or older)
1011851A2313772U5C0,1011851A2313772U5C0@L,296.25,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2U5C0,Pastel Blue 95+Gold,PIQUET COTONE 30/1,MFO,2024AI,L,MFO,,FP,,FW24 MFO Main Drop 1
10139061A112771W010,10139061A112771W010@L,487.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1013906,1A11277,1W010,White,PIQUET FABRIC + EMBROIDERED COLLAR,*,2024AI,L,EOS,,FP,,FW24 EOS - July 25 Drop
AU10027A232741A80G,AU10027A232741A80G@6,22.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,UNDERWEAR,PANTIES,Versace Underwear and Beachwear,-missing description-,AU10027,A232741,A80G,black gold Greek key,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,6,EOS,20250926,MD,70%,SS24 U&B DTO Targeted Pricing
AU10027A232741A80G,AU10027A232741A80G@7,22.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,UNDERWEAR,PANTIES,Versace Underwear and Beachwear,-missing description-,AU10027,A232741,A80G,black gold Greek key,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,7,EOS,20250926,MD,70%,SS24 U&B DTO Targeted Pricing
10119421A086831B000,10119421A086831B000@450,412.5,1,,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW RUNNER,1011942,1A08683,1B000,Black,FABRIC+CALF LEATHER+CALF LEATHER+FABRIC,MFO,2024PE,450,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
PVEZ7016P0023PNUL,PVEZ7016P0023PNUL@TU,1170,1,3,0,FY2026,06,22,20250825,17667668,8/25/2025,USA,OUTLET San Marcos Premium,X,LICENSES,Licenses,WATCHES,WATCHES,Versace Precious Items,-missing description-,PVEZ7016,P0023,PNUL,NUL,2023,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
10144271A138352EJ10,10144271A138352EJ10@4XL,191.75,1,,0,FY2026,06,22,20250825,17667669,8/25/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A13835,2EJ10,Concrete+White,COTTON JERSEY + GRECA PRINT,MFO,2024AI,4XL,MFO,,FP,,FW24 MFO Main Drop 1
